"Streckennummer","Streckenabschnitt","Gleisart", "Länge","Höchstgeschwindigkeit","Bremsweg"
"2615","Köln-Longerich - Köln-Longerich, W 830","eingleisig","1,7","60","700 m Bremsweg"
"2610","Köln-Longerich - Köln-Longerich, W 830","Gegengleis","1,6","160","1000 m Bremsweg"
"2610","Köln-Longerich - Köln-Longerich, W 830","Richtungsgleis","1,6","160","1000 m Bremsweg"
"2600","Horrem - Dorsfeld","Gegengleis","7,2","250","1000 m Bremsweg"
"2600","Horrem - Dorsfeld","Richtungsgleis","7,2","250","1000 m Bremsweg"
"2633","Köln Hbf - Köln Messe/Deutz, W 613","Gegengleis","0,9","60","400 m Bremsweg"
"2633","Köln Hbf - Köln Messe/Deutz, W 613","Richtungsgleis","0,9","60","400 m Bremsweg"
"2617","Köln Bbf - StrUeb2613_2617","eingleisig","2,2","40","700 m Bremsweg"
"2630","Köln Süd - Hürth-Kalscheuren, W 9","Gegengleis","5,4","160","1000 m Bremsweg"
"2630","Köln Süd - Hürth-Kalscheuren, W 9","Richtungsgleis","5,4","160","1000 m Bremsweg"
"2643","Köln Eifeltor - StrUeb2641_2643_2","Gegengleis","2,5","50","700 m Bremsweg"
"2643","Köln Eifeltor - StrUeb2641_2643_2","Richtungsgleis","2,5","50","700 m Bremsweg"
"2640","Köln Eifeltor - Köln Eifeltor, Stw Esf, W 426","Gegengleis","1,5","100","700 m Bremsweg"
"2640","Köln Eifeltor - Köln Eifeltor, Stw Esf, W 426","Richtungsgleis","1,5","100","700 m Bremsweg"
"2630","Hürth-Kalscheuren - StrUeb2630_2640_2","Gegengleis","0,3","160","1000 m Bremsweg"
"2630","Hürth-Kalscheuren - StrUeb2630_2640_2","Richtungsgleis","0,3","160","1000 m Bremsweg"
"2640","Hürth-Kalscheuren - StrUeb2630_2640_2","Gegengleis","0,3","100","Kein Dokument vorhanden"
"2640","Hürth-Kalscheuren - StrUeb2630_2640_2","Richtungsgleis","0,3","100","700 m Bremsweg"
"2630","Bonn Hbf - StrUeb2630_2645","Gegengleis","0,2","130","1000 m Bremsweg"
"2630","Bonn Hbf - StrUeb2630_2645","Richtungsgleis","0,2","130","1000 m Bremsweg"
"2610","Neuss Süd - Abzw Neuss Nordkanal, W 3","Gegengleis","0,6","160","1000 m Bremsweg"
"2610","Neuss Süd - Abzw Neuss Nordkanal, W 3","Richtungsgleis","0,6","160","1000 m Bremsweg"
"2660","Köln-Mülheim - StrUeb2658_2660","Gegengleis","0,1","100","1000 m Bremsweg"
"2660","Köln-Mülheim - StrUeb2658_2660","Richtungsgleis","0,1","100","Kein Dokument vorhanden"
"2650","Köln-Mülheim - Köln-Mülheim, W 174","eingleisig","0,5","80","1000 m Bremsweg"
"2621","Köln-Kalk - StrUeb2621_2667","Gegengleis","1,4","120","700 m Bremsweg"
"2621","Köln-Kalk - StrUeb2621_2667","Richtungsgleis","1,4","120","700 m Bremsweg"
"2651","Köln-Kalk - StrUeb2651_2660","Gegengleis","0,4","160","1000 m Bremsweg"
"2651","Köln-Kalk - StrUeb2651_2660","Richtungsgleis","0,4","160","1000 m Bremsweg"
"2690","Porz-Wahn - Porz-Wahn, W 314","Gegengleis","0,1","200","1000 m Bremsweg"
"2690","Porz-Wahn - Porz-Wahn, W 314","Richtungsgleis","0,1","200","1000 m Bremsweg"
"2693","Porz-Wahn - StrUeb2651_2693","eingleisig","0,2","80","1000 m Bremsweg"
"2651","Porz-Wahn - StrUeb2651_2693","Gegengleis","0,2","160","1000 m Bremsweg"
"2651","Porz-Wahn - StrUeb2651_2693","Richtungsgleis","0,2","160","1000 m Bremsweg"
"2610","Weißenberg - Abzw Weißenberg, W 312","Gegengleis","0,3","120","1000 m Bremsweg"
"2610","Weißenberg - Abzw Weißenberg, W 312","Richtungsgleis","0,3","120","1000 m Bremsweg"
"2652","Köln-Mülheim Berliner Straße - Abzw Köln-Mülheim Berliner Str., W 48","eingleisig","0,0","80","1000 m Bremsweg"
"2658","Köln-Mülheim Berliner Straße - Abzw K-Mülh. Berl. Str., W 51","eingleisig","0,2","130","1000 m Bremsweg"
"2659","Köln-Mülheim Berliner Straße - Abzw Köln-Mülheim Berliner Straße, W 50, W 50","eingleisig","0,0","80","1000 m Bremsweg"
"2660","Köln Gummersbacher Straße - StrUeb2651_2660","Gegengleis","1,5","100","auf Anfrage"
"2660","Köln Gummersbacher Straße - StrUeb2651_2660","Richtungsgleis","1,5","100","auf Anfrage"
"2004","Münster (Westf) Hbf - Münster (Westf) Hbf, W 426","eingleisig","0,3","auf Anfrage","auf Anfrage"
"2265","Münster (Westf) Hbf - StrUeb2265_2931","eingleisig","0,3","60","1000 m Bremsweg"
"2931","Münster (Westf) Hbf - StrUeb2265_2931","Gegengleis","0,3","100","1000 m Bremsweg"
"2931","Münster (Westf) Hbf - StrUeb2265_2931","Richtungsgleis","0,3","100","1000 m Bremsweg"
"2010","Münster (Westf) Kanal - Kanal, W 599","eingleisig","0,9","80","1000 m Bremsweg"
"2011","Münster (Westf) Kanal - Kanal, W 599","eingleisig","0,9","80","1000 m Bremsweg"
"2910","Selmig (Abzw) - Hamm (Westf) Rbf, W 7","Gegengleis","1,4","80","1000 m Bremsweg"
"2910","Selmig (Abzw) - Hamm (Westf) Rbf, W 7","Richtungsgleis","1,4","80","700 m Bremsweg"
"2168","Gelsenkirchen Hbf - StrUeb2168_2650","eingleisig","0,6","80","700 m Bremsweg"
"2237","Gelsenkirchen Hbf - StrUeb2237_2650","eingleisig","0,5","50","1000 m Bremsweg"
"2650","Gelsenkirchen Hbf - StrUeb2237_2650","Gegengleis","0,5","160","1000 m Bremsweg"
"2650","Gelsenkirchen Hbf - StrUeb2237_2650","Richtungsgleis","0,5","160","1000 m Bremsweg"
"2658","Köln Bruder Klaus Siedlung - StrUeb2650_2658","eingleisig","0,2","130","1000 m Bremsweg"
"2500","Krefeld-Linn - StrUeb2500_2504","eingleisig","1,1","60","700 m Bremsweg"
"2691","Köln/Bonn Flughafen - StrUeb2691_2694","Gegengleis","3,4","130","1000 m Bremsweg"
"2691","Köln/Bonn Flughafen - StrUeb2691_2694","Richtungsgleis","3,4","130","1000 m Bremsweg"
"2651","Köln Steinstraße (Abzw) - Abzw Köln Steinstraße, W 133","Gegengleis","0,7","160","1000 m Bremsweg"
"2651","Köln Steinstraße (Abzw) - Abzw Köln Steinstraße, W 133","Richtungsgleis","0,7","160","1000 m Bremsweg"
"2120","Dortmund-Dorstfeld (S-Bahn) - Dortmund-Dorstfeld","Gegengleis","0,6","60","1000 m Bremsweg"
"2120","Dortmund-Dorstfeld (S-Bahn) - Dortmund-Dorstfeld","Richtungsgleis","0,6","60","1000 m Bremsweg"
"2126","Dortmund-Dorstfeld (S-Bahn) - Dortmund-Dorstfeld","eingleisig","0,4","100","1000 m Bremsweg"
"2191","Dortmund-Dorstfeld (hoch) - StrUeb2190_2191_2","Gegengleis","0,5","100","1000 m Bremsweg"
"2191","Dortmund-Dorstfeld (hoch) - StrUeb2190_2191_2","Richtungsgleis","0,5","100","1000 m Bremsweg"
"2302","Oberhausen West Orm - Oberhausen West, W 187","eingleisig","0,0","40","auf Anfrage"
"2651","Troisdorf Nord - StrUeb2651_2695","Gegengleis","0,0","160","1000 m Bremsweg"
"2651","Troisdorf Nord - StrUeb2651_2695","Richtungsgleis","0,0","160","1000 m Bremsweg"
"2144","Witten Streckenwechsel 2143/2144 - Wengern Ost","Gegengleis","1,9","80","1000 m Bremsweg"
"2144","Witten Streckenwechsel 2143/2144 - Wengern Ost","Richtungsgleis","1,9","80","1000 m Bremsweg"
"2300","Essen West - Essen Hbf, W 31","Gegengleis","1,8","160","1000 m Bremsweg"
"2300","Essen West - Essen Hbf, W 31","Richtungsgleis","1,8","160","1000 m Bremsweg"
"2175","Essen Hbf, W 10 - Essen Hbf","eingleisig","0,6","80","700 m Bremsweg"
"2175","Essen Hbf - W 184","eingleisig","1,8","90","700 m Bremsweg"
"2195","Essen-Steele, W 107 - Essen-Steele, W 79","eingleisig","2,0","80","700 m Bremsweg"
"2165","Essen-Steele - Essen-Steele, W 79","Gegengleis","0,7","40","Kein Dokument vorhanden"
"2165","Essen-Steele - Essen-Steele, W 79","Richtungsgleis","0,7","40","700 m Bremsweg"
"2250","Oberhausen-Osterfeld, 42W332 - Oberhausen-Osterfeld","eingleisig","0,7","100","1000 m Bremsweg"
"2206","Oberh-Osterfeld, W 323 - Oberhausen-Osterfeld, 42W332","Gegengleis","0,1","40","1000 m Bremsweg"
"2206","Oberh-Osterfeld, W 323 - Oberhausen-Osterfeld, 42W332","Richtungsgleis","0,1","40","700 m Bremsweg"
"2327","StrUeb2302_2327 - Oberhausen Mathilde","eingleisig","2,8","60","700 m Bremsweg"
"2331","Oberhausen Mathilde - Oberhausen Walzwerk","Gegengleis","2,2","60","1000 m Bremsweg"
"2331","Oberhausen Mathilde - Oberhausen Walzwerk","Richtungsgleis","2,2","60","700 m Bremsweg"
"2550","Wuppertal-Vohwinkel - Wuppertal Hbf","Gegengleis","6,3","130","1000 m Bremsweg"
"2550","Wuppertal-Vohwinkel - Wuppertal Hbf","Richtungsgleis","6,3","130","1000 m Bremsweg"
"2610","Meerbusch-Osterath - Krefeld Lohbruch","Gegengleis","6,0","140","1000 m Bremsweg"
"2610","Meerbusch-Osterath - Krefeld Lohbruch","Richtungsgleis","6,0","140","1000 m Bremsweg"
"2504","Krefeld Lohbruch - StrUeb2500_2504","Gegengleis","2,8","60","700 m Bremsweg"
"2504","Krefeld Lohbruch - StrUeb2500_2504","Richtungsgleis","2,8","60","700 m Bremsweg"
"2504","Krefeld-Uerdingen - Krefeld-Uerdingen, 7W8","Gegengleis","0,1","60","700 m Bremsweg"
"2504","Krefeld-Uerdingen - Krefeld-Uerdingen, 7W8","Richtungsgleis","0,1","60","700 m Bremsweg"
"2504","Rheinhausen - Rheinhausen, W 77","eingleisig","1,2","auf Anfrage","auf Anfrage"
"2151","Bochum Nord - Bochum Prinz von Preußen","Gegengleis","1,7","80","1000 m Bremsweg"
"2151","Bochum Nord - Bochum Prinz von Preußen","Richtungsgleis","1,7","80","1000 m Bremsweg"
"2230","Gelsenkirchen Streckenwechsel 2172/2230 - Gelsenkirchen Hbf","eingleisig","3,7","50","700 m Bremsweg"
"2172","Essen-Katernberg Nord Anst - Gelsenkirchen Streckenwechsel 2172/2230","eingleisig","2,1","50","700 m Bremsweg"
"2230","StrUeb2230_2232 - Wanne-Eickel Hbf, W 149","eingleisig","1,3","auf Anfrage","auf Anfrage"
"2423","Gevelsberg West - Gevelsberg-Kipp","Gegengleis","1,1","100","1000 m Bremsweg"
"2423","Gevelsberg West - Gevelsberg-Kipp","Richtungsgleis","1,1","100","1000 m Bremsweg"
"2153","StrUeb2153_2194 - Bochum West","eingleisig","0,2","50","1000 m Bremsweg"
"2822","Hagen-Eckesey - Hagen-Vorhalle, W 508","eingleisig","1,7","auf Anfrage","auf Anfrage"
"2423","Hagen-Heubing - StrUeb2423_2804","Gegengleis","0,7","90","1000 m Bremsweg"
"2423","Hagen-Heubing - StrUeb2423_2804","Richtungsgleis","0,7","90","1000 m Bremsweg"
"2601","Rommerskirchen DB-Grenze - StrUeb2601_2611","eingleisig","1,9","auf Anfrage","auf Anfrage"
"2650","Köln-Mülheim Berliner Straße - StrUeb2650_2658","eingleisig","1,1","130","1000 m Bremsweg"
"2662","Köln-Mülheim, Stw Mf, W 101 - Köln-Mülheim Berliner Straße","eingleisig","1,0","60","700 m Bremsweg"
"2651","Siegburg/Bonn - Hennef (Sieg)","Gegengleis","6,5","140","1000 m Bremsweg"
"2651","Siegburg/Bonn - Hennef (Sieg)","Richtungsgleis","6,5","140","1000 m Bremsweg"
"2324","Leverkusen Werkstätte - Leverkusen Morsbroich","Gegengleis","2,1","120","1000 m Bremsweg"
"2324","Leverkusen Werkstätte - Leverkusen Morsbroich","Richtungsgleis","2,1","120","1000 m Bremsweg"
"2674","Leverkusen Werkstätte - Opladen","eingleisig","2,1","60","700 m Bremsweg"
"2700","Opladen - Opladen, W 79","eingleisig","1,1","auf Anfrage","auf Anfrage"
"2639","Köln Hbf - StrUeb2616_2639","Gegengleis","0,3","40","400 m Bremsweg"
"2639","Köln Hbf - StrUeb2616_2639","Richtungsgleis","0,3","40","400 m Bremsweg"
"2169","Essen Hbf - Essen-Steele, W 105","eingleisig","4,4","100","1000 m Bremsweg"
"2700","Remscheid-Lennep - StrUeb2700_2705_1","Gegengleis","0,5","80","700 m Bremsweg"
"2700","Remscheid-Lennep - StrUeb2700_2705_1","Richtungsgleis","0,5","80","700 m Bremsweg"
"2552","Aachen West, W 141 - Aachen West","Gegengleis","1,5","40","1000 m Bremsweg"
"2552","Aachen West, W 141 - Aachen West","Richtungsgleis","1,5","40","1000 m Bremsweg"
"2550","Aachen West, W 141 - Kohlscheid","Gegengleis","4,8","130","1000 m Bremsweg"
"2550","Aachen West, W 141 - Kohlscheid","Richtungsgleis","4,8","130","1000 m Bremsweg"
"2158","Bochum-Langendreer - Bochum-Langendreer, 55W4","Gegengleis","0,6","160","1000 m Bremsweg"
"2158","Bochum-Langendreer - Bochum-Langendreer, 55W4","Richtungsgleis","0,6","160","1000 m Bremsweg"
"2140","Bochum-Langendreer, 55W4 - Bochum-Langendreer, 55W87","Gegengleis","1,2","80","1000 m Bremsweg"
"2140","Bochum-Langendreer, 55W4 - Bochum-Langendreer, 55W87","Richtungsgleis","1,2","80","1000 m Bremsweg"
"2161","Essen-Werden - Essen-Hügel","Gegengleis","2,5","100","1000 m Bremsweg"
"2161","Essen-Werden - Essen-Hügel","Richtungsgleis","2,5","100","1000 m Bremsweg"
"2505","Duisburg-Mühlenberg - Rheinhausen","Gegengleis","2,7","130","1000 m Bremsweg"
"2505","Duisburg-Mühlenberg - Rheinhausen","Richtungsgleis","2,7","130","1000 m Bremsweg"
"2651","Köln-Kalk Vingst - Köln-Kalk, 22W9","Gegengleis","0,3","160","1000 m Bremsweg"
"2651","Köln-Kalk Vingst - Köln-Kalk, 22W9","Richtungsgleis","0,3","160","1000 m Bremsweg"
"2613","StrUeb2613_2640_1 - Köln West, W 52","Gegengleis","1,2","60","700 m Bremsweg"
"2613","StrUeb2613_2640_1 - Köln West, W 52","Richtungsgleis","1,2","60","700 m Bremsweg"
"2600","Aachen-Rothe Erde - Aachen-Rothe Erde, Gl 14, W 3","Gegengleis","0,2","130","1000 m Bremsweg"
"2600","Aachen-Rothe Erde - Aachen-Rothe Erde, Gl 14, W 3","Richtungsgleis","0,2","130","1000 m Bremsweg"
"2564","Aachen-Rothe Erde, Gl 14, W 3 - Aachen Hbf, W 13","eingleisig","1,2","100","1000 m Bremsweg"
"2727","Wuppertal-Dornap DB-Grenze - Wuppertal-Dornap Abzw","eingleisig","0,1","80","700 m Bremsweg"
"2723","Wuppertal-Dornap Abzw - Wülfrath-Aprath","Gegengleis","2,1","120","1000 m Bremsweg"
"2723","Wuppertal-Dornap Abzw - Wülfrath-Aprath","Richtungsgleis","2,1","120","1000 m Bremsweg"
"2265","Bocholt Streckenwechsel 2263/2265 - Bocholt","eingleisig","1,0","70","700 m Bremsweg"
"2423","StrUeb2423_2550_2 - StrUeb2423_2550_1","Gegengleis","0,1","40","700 m Bremsweg"
"2423","StrUeb2423_2550_2 - StrUeb2423_2550_1","Richtungsgleis","0,1","40","auf Anfrage"
"2901","Lünen Preußen, W 353 - Horstmar","eingleisig","1,6","60","1000 m Bremsweg"
"2132","StrUeb2132_2650_2 - StrUeb2132_2650_1","Gegengleis","0,0","60","1000 m Bremsweg"
"2132","StrUeb2132_2650_2 - StrUeb2132_2650_1","Richtungsgleis","0,0","60","1000 m Bremsweg"
"2160","StrUeb2150_2160 - Bochum Hbf","Gegengleis","1,9","160","1000 m Bremsweg"
"2160","StrUeb2150_2160 - Bochum Hbf","Richtungsgleis","1,9","160","1000 m Bremsweg"
"2400","W 397 - Hattingen (Ruhr), W 707","Gegengleis","3,5","90","700 m Bremsweg"
"2400","W 397 - Hattingen (Ruhr), W 707","Richtungsgleis","3,5","90","700 m Bremsweg"
"2191","StrUeb2190_2191_2 - Dortmund-Dorstfeld, W 61","Gegengleis","0,1","100","auf Anfrage"
"2191","StrUeb2190_2191_2 - Dortmund-Dorstfeld, W 61","Richtungsgleis","0,1","100","1000 m Bremsweg"
"2201","Wanne-Eickel Hbf, W 656 - Baukau","Gegengleis","1,2","60","700 m Bremsweg"
"2201","Wanne-Eickel Hbf, W 656 - Baukau","Richtungsgleis","1,2","60","700 m Bremsweg"
"2205","Wanne-Eickel Hbf, W 9 - Gelsenkirchen Streckenwechsel 2205/2206","eingleisig","1,9","60","700 m Bremsweg"
"2246","StrUeb2206_2246_1 - StrUeb2206_2246_2","Gegengleis","0,1","60","auf Anfrage"
"2246","StrUeb2206_2246_1 - StrUeb2206_2246_2","Richtungsgleis","0,1","60","700 m Bremsweg"
"2244","StrUeb2243_2244_1 - Essen Streckenwechsel 2244/2280","Gegengleis","1,8","60","1000 m Bremsweg"
"2244","StrUeb2243_2244_1 - Essen Streckenwechsel 2244/2280","Richtungsgleis","1,8","60","1000 m Bremsweg"
"2282","Oberhausen Hbf, W 512 - Abzw Oberhausen Grafenbusch, W 862","eingleisig","1,3","40","1000 m Bremsweg"
"2281","Oberhausen West, W 187 - Oberhausen West, W 253","eingleisig","1,2","50","1000 m Bremsweg"
"2290","Mülheim (Ruhr)-Styrum - Duisburg Hbf, W 730","Gegengleis","5,8","140","1000 m Bremsweg"
"2290","Mülheim (Ruhr)-Styrum - Duisburg Hbf, W 730","Richtungsgleis","5,8","140","1000 m Bremsweg"
"2324","Abzw Hardt, W 303 - Düsseldorf-Eller","Gegengleis","2,9","140","1000 m Bremsweg"
"2324","Abzw Hardt, W 303 - Düsseldorf-Eller","Richtungsgleis","2,9","140","1000 m Bremsweg"
"2324","Köln-Kalk Nord, W 620 - Köln Steinstraße (Abzw)","Gegengleis","4,7","100","700 m Bremsweg"
"2324","Köln-Kalk Nord, W 620 - Köln Steinstraße (Abzw)","Richtungsgleis","4,7","100","700 m Bremsweg"
"2406","Düsseldorf Flughafen Terminal, W 884 - Düsseldorf-Unterrath, W 852","Gegengleis","0,8","80","700 m Bremsweg"
"2406","Düsseldorf Flughafen Terminal, W 884 - Düsseldorf-Unterrath, W 852","Richtungsgleis","0,8","80","700 m Bremsweg"
"2411","StrUeb2411_2670 - Düsseldorf Streckenwechsel 2410/2411","eingleisig","5,9","80","700 m Bremsweg"
"2412","Düsseldorf Hbf, W 34 - Düsseldorf Hbf","Gegengleis","0,7","40","700 m Bremsweg"
"2412","Düsseldorf Hbf, W 34 - Düsseldorf Hbf","Richtungsgleis","0,7","40","700 m Bremsweg"
"2622","Düren, W 230 - Düren, W 233","eingleisig","0,1","120","1000 m Bremsweg"
"2613","StrUeb2600_2613_2 - Köln-Ehrenfeld, W 55","Gegengleis","0,0","100","auf Anfrage"
"2613","StrUeb2600_2613_2 - Köln-Ehrenfeld, W 55","Richtungsgleis","0,0","100","1000 m Bremsweg"
"2617","StrUeb2613_2617 - Köln West, W 14","eingleisig","0,0","40","auf Anfrage"
"2624","Köln-Mülheim, W 103 - Abzw Köln-Mülheim Berliner Straße, W 50, W 50","eingleisig","1,1","60","700 m Bremsweg"
"2661","Köln-Mülheim, W 105 - Höhenhaus","eingleisig","0,8","60","700 m Bremsweg"
"2667","Köln-Kalk Nord, W 528 - StrUeb2621_2667","eingleisig","1,0","60","400 m Bremsweg"
"2691","StrUeb2691_2693 - Porz-Wahn, W 314","Gegengleis","1,9","130","1000 m Bremsweg"
"2691","StrUeb2691_2693 - Porz-Wahn, W 314","Richtungsgleis","1,9","130","1000 m Bremsweg"
"2823","StrUeb2823_2843_1 - Abzw Hohensyburg, W 573","Gegengleis","0,1","60","1000 m Bremsweg"
"2823","StrUeb2823_2843_1 - Abzw Hohensyburg, W 573","Richtungsgleis","0,1","60","1000 m Bremsweg"
"2824","Hagen-Vorhalle, W 421 - Hagen-Vorhalle, W 584","eingleisig","2,5","60","700 m Bremsweg"
"2911","Hamm (Westf) Rbf, W 136 - Hamm (Westf) Rbf, W 703","eingleisig","3,4","60","700 m Bremsweg"
"2931","Abzw Hamm Feldmark, W 1, W 1 - Bockum-Hövel","Gegengleis","1,2","160","1000 m Bremsweg"
"2931","Abzw Hamm Feldmark, W 1, W 1 - Bockum-Hövel","Richtungsgleis","1,2","160","1000 m Bremsweg"
"2410","Düsseldorf Streckenwechsel 2410/2411 - Abzw Düsseldorf Rethel, W 971","eingleisig","1,4","80","700 m Bremsweg"
"2819","Hagen Hbf - Hagen-Oberhagen","Gegengleis","4,1","80","700 m Bremsweg"
"2819","Hagen Hbf - Hagen-Oberhagen","Richtungsgleis","4,1","80","700 m Bremsweg"
"2731","Haan-Gruiten - Wuppertal Linden","Gegengleis","1,9","130","1000 m Bremsweg"
"2731","Haan-Gruiten - Wuppertal Linden","Richtungsgleis","1,9","130","1000 m Bremsweg"
"2401","Düsseldorf-Derendorf - Düsseldorf Vogelsang","eingleisig","2,3","60","700 m Bremsweg"
"2413","Düsseldorf-Eller - Düsseldorf-Eller Mitte","Gegengleis","1,0","90","1000 m Bremsweg"
"2413","Düsseldorf-Eller - Düsseldorf-Eller Mitte","Richtungsgleis","1,0","90","1000 m Bremsweg"
"2676","Düsseldorf-Eller - Hilden","Gegengleis","6,3","140","1000 m Bremsweg"
"2676","Düsseldorf-Eller - Hilden","Richtungsgleis","6,3","140","1000 m Bremsweg"
"2671","Hilden - Hilden, W 56","Gegengleis","0,0","70","1000 m Bremsweg"
"2671","Hilden - Hilden, W 56","Richtungsgleis","0,0","70","1000 m Bremsweg"
"2143","Linderhausen - StrUeb2143_2701","eingleisig","1,3","80","1000 m Bremsweg"
"2852","Fröndenberg - Ardey","eingleisig","3,4","60","400 m Bremsweg"
"2730","Leverkusen-Manfort - Köln Neurather Ring Strw 2652/2659/2730","Gegengleis","5,4","160","1000 m Bremsweg"
"2730","Leverkusen-Manfort - Köln Neurather Ring Strw 2652/2659/2730","Richtungsgleis","5,4","160","1000 m Bremsweg"
"2675","Remscheid Güldenwerth - Remscheid Hbf, W 66","eingleisig","3,3","80","1000 m Bremsweg"
"2550","Wuppertal Linden - Wuppertal-Vohwinkel","Gegengleis","3,1","130","1000 m Bremsweg"
"2550","Wuppertal Linden - Wuppertal-Vohwinkel","Richtungsgleis","3,1","130","1000 m Bremsweg"
"2210","Castrop-Rauxel Süd - Castrop-Rauxel Süd Hp","Gegengleis","1,6","80","700 m Bremsweg"
"2210","Castrop-Rauxel Süd - Castrop-Rauxel Süd Hp","Richtungsgleis","1,6","80","700 m Bremsweg"
"2650","Dortmund-Mengede - Dortmund-Nette","Gegengleis","2,4","140","1000 m Bremsweg"
"2650","Dortmund-Mengede - Dortmund-Nette","Richtungsgleis","2,4","140","1000 m Bremsweg"
"2221","Recklinghausen Süd - Herne-Rottbruch Hgn","eingleisig","2,2","70","700 m Bremsweg"
"2222","Recklinghausen Süd - Recklinghausen Ost, 58W202","eingleisig","5,0","70","1000 m Bremsweg"
"2190","Bochum Hbf - Bochum-Langendreer West","Gegengleis","5,9","120","1000 m Bremsweg"
"2190","Bochum Hbf - Bochum-Langendreer West","Richtungsgleis","5,9","120","1000 m Bremsweg"
"2168","Essen-Kray Nord - Gelsenkirchen-Rotthausen","Gegengleis","2,8","110","1000 m Bremsweg"
"2168","Essen-Kray Nord - Gelsenkirchen-Rotthausen","Richtungsgleis","2,8","110","1000 m Bremsweg"
"2160","Essen-Kray Süd Abzw - Essen-Kray Süd","Gegengleis","0,8","160","1000 m Bremsweg"
"2160","Essen-Kray Süd Abzw - Essen-Kray Süd","Richtungsgleis","0,8","160","1000 m Bremsweg"
"2191","Dortmund Buschstraße - Dortmund-Huckarde","Gegengleis","0,8","120","1000 m Bremsweg"
"2191","Dortmund Buschstraße - Dortmund-Huckarde","Richtungsgleis","0,8","120","1000 m Bremsweg"
"2123","Dortmund Buschstraße - Dortmund-Deusen","Gegengleis","2,5","60","1000 m Bremsweg"
"2123","Dortmund Buschstraße - Dortmund-Deusen","Richtungsgleis","2,5","60","1000 m Bremsweg"
"2316","Duisburg Sigle - Duisburg Hafen","eingleisig","0,5","40","700 m Bremsweg"
"2320","Duisburg Sigle - Abzw Duisburg Sigle, W 14","Gegengleis","0,1","80","Kein Dokument vorhanden"
"2320","Duisburg Sigle - Abzw Duisburg Sigle, W 14","Richtungsgleis","0,1","80","700 m Bremsweg"
"2300","Mülheim (Ruhr)-Styrum - Mülheim (Ruhr) West","Gegengleis","1,7","160","1000 m Bremsweg"
"2300","Mülheim (Ruhr)-Styrum - Mülheim (Ruhr) West","Richtungsgleis","1,7","160","1000 m Bremsweg"
"2291","Mülheim (Ruhr)-Styrum - Mülheim (Ruhr)-Styrum","eingleisig","0,0","140","1000 m Bremsweg"
"2272","Oberhausen Hbf - Abzw Oberhausen Grafenbusch, W 862","eingleisig","2,2","80","700 m Bremsweg"
"2278","Oberhausen West - Abzw Oberhausen Mathilde, W 143","eingleisig","1,5","40","1000 m Bremsweg"
"2125","Bochum Stockumer Straße - StrUeb2125_2140_2","Gegengleis","0,0","120","1000 m Bremsweg"
"2125","Bochum Stockumer Straße - StrUeb2125_2140_2","Richtungsgleis","0,0","120","1000 m Bremsweg"
"2140","Bochum Stockumer Straße - Witten Hbf","Gegengleis","4,0","120","1000 m Bremsweg"
"2140","Bochum Stockumer Straße - Witten Hbf","Richtungsgleis","4,0","120","1000 m Bremsweg"
"2200","Baukau - Abzw Baukau, W 104","Gegengleis","0,0","130","1000 m Bremsweg"
"2200","Baukau - Abzw Baukau, W 104","Richtungsgleis","0,0","130","1000 m Bremsweg"
"2250","Recklinghausen Blumenthal - Recklinghausen Ost, 58W202","Gegengleis","0,8","100","1000 m Bremsweg"
"2250","Recklinghausen Blumenthal - Recklinghausen Ost, 58W202","Richtungsgleis","0,8","100","1000 m Bremsweg"
"2223","Recklinghausen Blumenthal - Recklinghausen Hbf","eingleisig","2,6","60","1000 m Bremsweg"
"2153","Crange - Wanne Unser Fritz, W 12","Gegengleis","2,4","90","1000 m Bremsweg"
"2153","Crange - Wanne Unser Fritz, W 12","Richtungsgleis","2,4","90","1000 m Bremsweg"
"2823","Hagen Streckenwechsel 2811/2823 - Hagen-Hengstey","Gegengleis","2,4","80","1000 m Bremsweg"
"2823","Hagen Streckenwechsel 2811/2823 - Hagen-Hengstey","Richtungsgleis","2,4","80","1000 m Bremsweg"
"2250","Horstmar - Oberaden","Gegengleis","2,8","90","1000 m Bremsweg"
"2250","Horstmar - Oberaden","Richtungsgleis","2,8","90","1000 m Bremsweg"
"2650","Duisburg Kaiserberg - Oberhausen Kolkmannshof","Gegengleis","1,5","140","1000 m Bremsweg"
"2650","Duisburg Kaiserberg - Oberhausen Kolkmannshof","Richtungsgleis","1,5","140","1000 m Bremsweg"
"2650","Dortmund-Körne (Abzw) - Dortmund-Scharnhorst","Gegengleis","1,6","200","1000 m Bremsweg"
"2650","Dortmund-Körne (Abzw) - Dortmund-Scharnhorst","Richtungsgleis","1,6","200","1000 m Bremsweg"
"2275","Oberhausen Kolkmannshof - Oberhausen Hbf","eingleisig","2,1","100","1000 m Bremsweg"
"2132","Dortmund-Nette - Dortmund-Deusen","Gegengleis","1,8","90","1000 m Bremsweg"
"2132","Dortmund-Nette - Dortmund-Deusen","Richtungsgleis","1,8","90","1000 m Bremsweg"
"2206","Gelsenkirchen Nordstern - Essen-Karnap","Gegengleis","5,2","80","1000 m Bremsweg"
"2206","Gelsenkirchen Nordstern - Essen-Karnap","Richtungsgleis","5,2","80","1000 m Bremsweg"
"2242","Gerschede - Bottrop Hbf, W 172","eingleisig","2,7","60","1000 m Bremsweg"
