"Streckennummer","Streckenabschnitt","Gleisart", "Länge","Höchstgeschwindigkeit","Bremsweg"
"2243","Gerschede - Bottrop Süd, W 24","Gegengleis","1,0","60","700 m Bremsweg"
"2243","Gerschede - Bottrop Süd, W 24","Richtungsgleis","1,0","60","700 m Bremsweg"
"2505","Duisburg-Hochfeld Süd Abzw - Duisburg-Hochfeld Süd Abzw, 35W147","Gegengleis","0,2","100","1000 m Bremsweg"
"2505","Duisburg-Hochfeld Süd Abzw - Duisburg-Hochfeld Süd Abzw, 35W147","Richtungsgleis","0,2","100","1000 m Bremsweg"
"2311","Duisburg-Hochfeld Süd Abzw - StrUeb2310_2311","eingleisig","1,8","70","700 m Bremsweg"
"2331","Oberhausen Walzwerk - StrUeb2320_2331","eingleisig","0,3","60","700 m Bremsweg"
"2280","Oberhausen Walzwerk - Essen Streckenwechsel 2244/2280","Gegengleis","4,5","60","700 m Bremsweg"
"2280","Oberhausen Walzwerk - Essen Streckenwechsel 2244/2280","Richtungsgleis","4,5","60","700 m Bremsweg"
"2113","Schwerte Heide - Schwerte (Ruhr)","Gegengleis","2,7","90","1000 m Bremsweg"
"2113","Schwerte Heide - Schwerte (Ruhr)","Richtungsgleis","2,7","90","700 m Bremsweg"
"2842","Schwerte Heide - Schwerte (Ruhr) Ost, W 305","eingleisig","1,9","80","1000 m Bremsweg"
"2843","Hohensyburg - StrUeb2823_2843_1","Gegengleis","0,0","60","700 m Bremsweg"
"2843","Hohensyburg - StrUeb2823_2843_1","Richtungsgleis","0,0","60","700 m Bremsweg"
"2844","Hohensyburg - Hagen-Kabel, W 307","eingleisig","1,3","60","700 m Bremsweg"
"2250","Herringen - Hamm (Westf) Rbf","Gegengleis","3,3","90","1000 m Bremsweg"
"2250","Herringen - Hamm (Westf) Rbf","Richtungsgleis","3,3","90","1000 m Bremsweg"
"2912","Herringen - Hamm (Westf) Rbf, W 12","eingleisig","1,4","60","1000 m Bremsweg"
"2307","Duisburg Ruhrtal - Duisburg-Ruhrort Hafen","eingleisig","0,8","40","700 m Bremsweg"
"2320","Duisburg Ruhrtal - Oberhausen West, W 82","Gegengleis","2,8","80","700 m Bremsweg"
"2320","Duisburg Ruhrtal - Oberhausen West, W 82","Richtungsgleis","2,8","80","1000 m Bremsweg"
"2120","Dortmund-Lütgendortmund Gbf Flm - Dortmund-Dorstfeld (S-Bahn)","eingleisig","2,3","60","1000 m Bremsweg"
"2151","Bochum Prinz von Preußen - Bochum-Langendreer","Gegengleis","5,0","80","1000 m Bremsweg"
"2151","Bochum Prinz von Preußen - Bochum-Langendreer","Richtungsgleis","5,0","80","1000 m Bremsweg"
"2243","Essen Prosper-Levin - Gerschede","Gegengleis","1,0","60","700 m Bremsweg"
"2243","Essen Prosper-Levin - Gerschede","Richtungsgleis","1,0","60","700 m Bremsweg"
"2244","Essen Prosper-Levin - StrUeb2243_2244_1","Gegengleis","0,0","60","1000 m Bremsweg"
"2244","Essen Prosper-Levin - StrUeb2243_2244_1","Richtungsgleis","0,0","60","1000 m Bremsweg"
"2550","Hagen Rehsiepen - Hagen Hbf, W 9 Witten","Gegengleis","1,4","150","1000 m Bremsweg"
"2550","Hagen Rehsiepen - Hagen Hbf, W 9 Witten","Richtungsgleis","1,4","150","1000 m Bremsweg"
"2811","Hagen Rehsiepen - Hagen Gbf","Gegengleis","3,2","60","700 m Bremsweg"
"2811","Hagen Rehsiepen - Hagen Gbf","Richtungsgleis","3,2","60","700 m Bremsweg"
"2610","Krefeld-Oppum - Krefeld Hbf","Gegengleis","3,1","120","1000 m Bremsweg"
"2610","Krefeld-Oppum - Krefeld Hbf","Richtungsgleis","3,1","120","1000 m Bremsweg"
"2421","Düsseldorf Fortuna - Abzw Hardt, W 303","eingleisig","1,3","60","700 m Bremsweg"
"2580","Neuss Hbf - StrUeb2550_2580","Gegengleis","1,9","80","700 m Bremsweg"
"2580","Neuss Hbf - StrUeb2550_2580","Richtungsgleis","1,9","80","700 m Bremsweg"
"2610","Neuss Hbf - Weißenberg","Gegengleis","2,4","120","1000 m Bremsweg"
"2610","Neuss Hbf - Weißenberg","Richtungsgleis","2,4","120","1000 m Bremsweg"
"2620","Köln Hbf - Köln Hansaring","Gegengleis","0,8","60","400 m Bremsweg"
"2620","Köln Hbf - Köln Hansaring","Richtungsgleis","0,8","60","400 m Bremsweg"
"2670","Köln Hbf - Köln Messe/Deutz Bft (S-Bahn)","Gegengleis","1,1","80","400 m Bremsweg"
"2670","Köln Hbf - Köln Messe/Deutz Bft (S-Bahn)","Richtungsgleis","1,1","80","400 m Bremsweg"
"2642","Köln Süd - Köln Bonntor, W 3","Gegengleis","1,3","60","700 m Bremsweg"
"2642","Köln Süd - Köln Bonntor, W 3","Richtungsgleis","1,3","60","700 m Bremsweg"
"2632","Hürth-Kalscheuren - Hürth-Kalscheuren, W 36","eingleisig","0,2","60","1000 m Bremsweg"
"2663","Höhenhaus - Köln-Holweide","Gegengleis","1,2","120","1000 m Bremsweg"
"2663","Höhenhaus - Köln-Holweide","Richtungsgleis","1,2","120","1000 m Bremsweg"
"2550","Neuss Erftkanal - StrUeb2550_2580","Gegengleis","0,1","80","1000 m Bremsweg"
"2550","Neuss Erftkanal - StrUeb2550_2580","Richtungsgleis","0,1","80","1000 m Bremsweg"
"2402","Düsseldorf Dora - Abzw Düsseldof Dora, W 4","eingleisig","0,2","60","700 m Bremsweg"
"2422","Düsseldorf Dora - Düsseldorf-Grafenberg","eingleisig","0,8","40","400 m Bremsweg"
"2330","Meerbeck (Abzw) - Rheinkamp","Gegengleis","4,5","100","700 m Bremsweg"
"2330","Meerbeck (Abzw) - Rheinkamp","Richtungsgleis","4,5","100","700 m Bremsweg"
"2331","Meerbeck (Abzw) - Duisburg-Beeck Gbf","Gegengleis","6,9","100","700 m Bremsweg"
"2331","Meerbeck (Abzw) - Duisburg-Beeck Gbf","Richtungsgleis","6,9","100","700 m Bremsweg"
"2400","Düsseldorf Vogelsang - Düsseldorf-Rath Mitte","Gegengleis","0,7","80","700 m Bremsweg"
"2400","Düsseldorf Vogelsang - Düsseldorf-Rath Mitte","Richtungsgleis","0,7","80","700 m Bremsweg"
"2413","Düsseldorf Sturm - Düsseldorf-Oberbilk","Gegengleis","2,1","100","1000 m Bremsweg"
"2413","Düsseldorf Sturm - Düsseldorf-Oberbilk","Richtungsgleis","2,1","100","1000 m Bremsweg"
"2417","Düsseldorf Sturm - Abzw Düsseldorf Sturm, W 402","eingleisig","0,1","80","700 m Bremsweg"
"2405","Tiefenbroich - Ratingen Streckenwechsel 2404/2405","eingleisig","1,4","50","400 m Bremsweg"
"2324","Tiefenbroich - Ratingen West","Gegengleis","1,5","120","1000 m Bremsweg"
"2324","Tiefenbroich - Ratingen West","Richtungsgleis","1,5","120","1000 m Bremsweg"
"2532","Neuss Nordkanal - W 7","eingleisig","0,7","60","700 m Bremsweg"
"2580","Neuss Nordkanal - Neuss Hbf","eingleisig","2,1","60","700 m Bremsweg"
"2621","Köln Posthof - Köln Trimbornstraße","Gegengleis","1,1","100","700 m Bremsweg"
"2621","Köln Posthof - Köln Trimbornstraße","Richtungsgleis","1,1","100","700 m Bremsweg"
"2670","Köln Posthof - Köln-Buchforst","Gegengleis","2,4","100","700 m Bremsweg"
"2670","Köln Posthof - Köln-Buchforst","Richtungsgleis","2,4","100","700 m Bremsweg"
"2013","Münster (Westf) Hbf - Münster (Westf) Hbf, W 426","eingleisig","0,3","60","400 m Bremsweg"
"2200","Marl Lippe - Haltern am See","Gegengleis","3,6","150","1000 m Bremsweg"
"2200","Marl Lippe - Haltern am See","Richtungsgleis","3,6","150","1000 m Bremsweg"
"2011","Münster Lechtenberg - Münster (Westf) Kanal","Gegengleis","2,2","80","1000 m Bremsweg"
"2011","Münster Lechtenberg - Münster (Westf) Kanal","Richtungsgleis","2,2","80","1000 m Bremsweg"
"2931","Münster Lechtenberg - Münster (Westf) Hbf","Gegengleis","4,7","140","1000 m Bremsweg"
"2931","Münster Lechtenberg - Münster (Westf) Hbf","Richtungsgleis","4,7","140","1000 m Bremsweg"
"2400","Düsseldorf-Derendorf Hp - Düsseldorf Vogelsang","Gegengleis","2,2","120","700 m Bremsweg"
"2400","Düsseldorf-Derendorf Hp - Düsseldorf Vogelsang","Richtungsgleis","2,2","120","700 m Bremsweg"
"2614","Köln-Nippes (Abzw) - Köln-Ehrenfeld, W 1","eingleisig","0,7","60","700 m Bremsweg"
"2615","Köln-Nippes (Abzw) - Köln-Nippes","Gegengleis","3,5","60","700 m Bremsweg"
"2615","Köln-Nippes (Abzw) - Köln-Nippes","Richtungsgleis","3,5","60","700 m Bremsweg"
"2640","Köln Süd Abzw - Köln Eifeltor","Gegengleis","2,4","100","700 m Bremsweg"
"2640","Köln Süd Abzw - Köln Eifeltor","Richtungsgleis","2,4","100","700 m Bremsweg"
"2641","Köln Süd Abzw - Köln Bonntor, W 1","Gegengleis","1,3","60","700 m Bremsweg"
"2641","Köln Süd Abzw - Köln Bonntor, W 1","Richtungsgleis","1,3","60","700 m Bremsweg"
"2206","Gelsenkirchen Streckenwechsel 2205/2206 - Gelsenkirchen-Schalke","eingleisig","3,9","80","700 m Bremsweg"
"2404","Ratingen Streckenwechsel 2404/2405 - Flandersbach","eingleisig","11,8","50","400 m Bremsweg"
"2415","Düsseldorf Emma - Düsseldorf Abstellbf (Tiefgleis), W 6","eingleisig","1,1","60","1000 m Bremsweg"
"2670","Düsseldorf Emma - Düsseldorf Hbf","eingleisig","1,6","140","1000 m Bremsweg"
"2641","Köln Südbrücke - StrUeb2641_2656_1","Gegengleis","0,1","60","700 m Bremsweg"
"2641","Köln Südbrücke - StrUeb2641_2656_1","Richtungsgleis","0,1","60","700 m Bremsweg"
"2656","Köln Südbrücke - StrUeb2641_2656_1","Gegengleis","0,1","60","700 m Bremsweg"
"2656","Köln Südbrücke - StrUeb2641_2656_1","Richtungsgleis","0,1","60","700 m Bremsweg"
"2132","Dortmund-Deusen - Dortmund-Obereving","Gegengleis","4,7","90","1000 m Bremsweg"
"2132","Dortmund-Deusen - Dortmund-Obereving","Richtungsgleis","4,7","90","1000 m Bremsweg"
"2319","Duisburg-Duissern - Duisburg Kaiserberg","eingleisig","2,4","100","1000 m Bremsweg"
"2320","Duisburg-Duissern - Duisburg Sigle","eingleisig","1,2","80","700 m Bremsweg"
"2670","Duisburg-Buchholz Abzw - Duisburg Schlenk","Gegengleis","1,9","160","1000 m Bremsweg"
"2670","Duisburg-Buchholz Abzw - Duisburg Schlenk","Richtungsgleis","1,9","160","1000 m Bremsweg"
"2621","Köln Flughafen Nordost - Köln Airport / Businesspark","Gegengleis","1,1","120","1000 m Bremsweg"
"2621","Köln Flughafen Nordost - Köln Airport / Businesspark","Richtungsgleis","1,1","120","1000 m Bremsweg"
"2324","Köln Steinstraße (Abzw) - StrUeb2324_2690_1","Gegengleis","0,5","100","700 m Bremsweg"
"2324","Köln Steinstraße (Abzw) - StrUeb2324_2690_1","Richtungsgleis","0,5","100","1000 m Bremsweg"
"2690","Köln Steinstraße (Abzw) - StrUeb2324_2690_1","Gegengleis","0,5","100","Kein Dokument vorhanden"
"2690","Köln Steinstraße (Abzw) - StrUeb2324_2690_1","Richtungsgleis","0,5","100","1000 m Bremsweg"
"2621","Köln Steinstraße - Abzw Köln Steinstraße, W 133","Gegengleis","0,5","120","1000 m Bremsweg"
"2621","Köln Steinstraße - Abzw Köln Steinstraße, W 133","Richtungsgleis","0,5","120","1000 m Bremsweg"
"2550","Baal Gbf - Erkelenz","Gegengleis","5,8","160","1000 m Bremsweg"
"2550","Baal Gbf - Erkelenz","Richtungsgleis","5,8","160","1000 m Bremsweg"
"2324","Gremberg Süd - Porz (Rhein)","Gegengleis","1,1","120","700 m Bremsweg"
"2324","Gremberg Süd - Porz (Rhein)","Richtungsgleis","1,1","120","1000 m Bremsweg"
"2243","Essen-Dellwig (Abzw) - StrUeb2243_2244_1","Gegengleis","0,9","60","700 m Bremsweg"
"2243","Essen-Dellwig (Abzw) - StrUeb2243_2244_1","Richtungsgleis","0,9","60","1000 m Bremsweg"
"2277","Essen-Dellwig (Abzw) - Essen-Bergeborbeck","eingleisig","3,7","90","700 m Bremsweg"
"2691","Köln Frankfurter Straße Abzw - Köln/Bonn Flughafen","Gegengleis","6,8","130","1000 m Bremsweg"
"2691","Köln Frankfurter Straße Abzw - Köln/Bonn Flughafen","Richtungsgleis","6,8","130","1000 m Bremsweg"
"2531","Neuss Gbf - Abzw Weißenberg, W 312","Gegengleis","2,4","60","700 m Bremsweg"
"2531","Neuss Gbf - Abzw Weißenberg, W 312","Richtungsgleis","2,4","60","700 m Bremsweg"
"2152","Bochum Präsident Streckenw 2151/2152 - StrUeb2152_2153_2","Gegengleis","1,1","80","1000 m Bremsweg"
"2152","Bochum Präsident Streckenw 2151/2152 - StrUeb2152_2153_2","Richtungsgleis","1,1","80","1000 m Bremsweg"
"2151","Bochum Präsident Streckenw 2151/2152 - Bochum Nord","Gegengleis","1,5","60","1000 m Bremsweg"
"2151","Bochum Präsident Streckenw 2151/2152 - Bochum Nord","Richtungsgleis","1,5","60","1000 m Bremsweg"
"2280","Essen-Dellwig Ost - Essen-Dellwig Ost","eingleisig","0,1","60","1000 m Bremsweg"
"2700","Wuppertal Rauenthal - Wuppertal-Ronsdorf","Gegengleis","5,5","90","700 m Bremsweg"
"2700","Wuppertal Rauenthal - Wuppertal-Ronsdorf","Richtungsgleis","5,5","90","700 m Bremsweg"
"2701","StrUeb2700_2701 - Wuppertal-Langerfeld","Gegengleis","1,0","60","700 m Bremsweg"
"2701","StrUeb2700_2701 - Wuppertal-Langerfeld","Richtungsgleis","1,0","60","700 m Bremsweg"
"2921","Hamm Gallberg - Hamm (Westf) Rbf, W 136","eingleisig","2,4","50","1000 m Bremsweg"
"2250","Westerholt - Herten-Mitte","Gegengleis","4,2","100","1000 m Bremsweg"
"2250","Westerholt - Herten-Mitte","Richtungsgleis","4,2","100","1000 m Bremsweg"
"2250","Herten-Mitte - Recklinghausen Blumenthal","Gegengleis","4,7","100","1000 m Bremsweg"
"2250","Herten-Mitte - Recklinghausen Blumenthal","Richtungsgleis","4,7","100","1000 m Bremsweg"
"2670","Köln-Stammheim - Leverkusen Mitte","eingleisig","4,8","160","1000 m Bremsweg"
"2670","Leverkusen Mitte - Leverkusen-Küppersteg Hp","eingleisig","1,5","160","1000 m Bremsweg"
"2650","Langenfeld (Rheinl) - Düsseldorf-Benrath","Gegengleis","8,3","200","1000 m Bremsweg"
"2650","Langenfeld (Rheinl) - Düsseldorf-Benrath","Richtungsgleis","8,3","200","1000 m Bremsweg"
"2670","Langenfeld (Rheinl) - Langenfeld (Rheinl)-Berghausen","Gegengleis","2,4","160","1000 m Bremsweg"
"2670","Langenfeld (Rheinl) - Langenfeld (Rheinl)-Berghausen","Richtungsgleis","2,4","160","1000 m Bremsweg"
"2206","Oberhausen Grafenbusch - Oberhausen-Sterkrade","eingleisig","1,3","80","700 m Bremsweg"
"2550","Düsseldorf Fortuna - Düsseldorf-Gerresheim","Gegengleis","3,1","140","1000 m Bremsweg"
"2550","Düsseldorf Fortuna - Düsseldorf-Gerresheim","Richtungsgleis","3,1","140","1000 m Bremsweg"
"2236","StrUeb2153_2236 - StrUeb2236_2246","eingleisig","2,1","100","700 m Bremsweg"
"2324","StrUeb2321_2324 - Duisburg-Wedau","Gegengleis","0,7","100","1000 m Bremsweg"
"2324","StrUeb2321_2324 - Duisburg-Wedau","Richtungsgleis","0,7","100","1000 m Bremsweg"
"2600","Aachen-Rothe Erde, Gl 14, W 3 - Aachen Hbf, W 13","Gegengleis","1,2","100","1000 m Bremsweg"
"2600","Aachen-Rothe Erde, Gl 14, W 3 - Aachen Hbf, W 13","Richtungsgleis","1,2","100","1000 m Bremsweg"
"7454","Köln-Ehrenfeld Gbf - Köln-Ehrenfeld DB-Grenze","eingleisig","0,3","40","1000 m Bremsweg"
"2600","Köln Hbf - StrUeb2600_2610_1","Gegengleis","0,9","70","400 m Bremsweg"
"2600","Köln Hbf - StrUeb2600_2610_1","Richtungsgleis","0,9","70","400 m Bremsweg"
"2650","Duisburg Hbf - Duisburg Kaiserberg","Gegengleis","3,8","140","1000 m Bremsweg"
"2650","Duisburg Hbf - Duisburg Kaiserberg","Richtungsgleis","3,8","140","1000 m Bremsweg"
"2600","StrUeb2600_2610_1 - Köln-Ehrenfeld","Gegengleis","2,8","180","400 m Bremsweg"
"2600","StrUeb2600_2610_1 - Köln-Ehrenfeld","Richtungsgleis","2,8","180","400 m Bremsweg"
"9261","Brühl-Vochem - Brühl Süd","eingleisig","2,3","auf Anfrage","auf Anfrage"
"2100","Dortmund Hbf - Dortmund-Eving","Gegengleis","3,0","100","1000 m Bremsweg"
"2100","Dortmund Hbf - Dortmund-Eving","Richtungsgleis","3,0","100","1000 m Bremsweg"
"2656","StrUeb2641_2656_1 - Gremberg Nord","eingleisig","2,9","60","700 m Bremsweg"
"2630","Köln West - Köln West Ws","Gegengleis","0,7","90","1000 m Bremsweg"
"2630","Köln West - Köln West Ws","Richtungsgleis","0,7","90","1000 m Bremsweg"
"2630","Köln West Ws - Köln West, W 7","Gegengleis","0,1","90","1000 m Bremsweg"
"2630","Köln West Ws - Köln West, W 7","Richtungsgleis","0,1","90","1000 m Bremsweg"
"2630","Köln Hbf - Köln West Wf","Gegengleis","2,6","90","400 m Bremsweg"
"2630","Köln Hbf - Köln West Wf","Richtungsgleis","2,6","90","400 m Bremsweg"
"2630","Köln West Wf - Köln West","Gegengleis","0,5","90","1000 m Bremsweg"
"2630","Köln West Wf - Köln West","Richtungsgleis","0,5","90","1000 m Bremsweg"
"2690","Siegburg/Bonn - Siegburg - Montabaur","Gegengleis","63,1","auf Anfrage","1300 m Bremsweg"
"2690","Siegburg/Bonn - Siegburg - Montabaur","Richtungsgleis","63,1","auf Anfrage","1000 m Bremsweg"
"2670","Leverkusen-Küppersteg Hp - Langenfeld (Rheinl) Güterbahnhof","Gegengleis","6,9","auf Anfrage","1000 m Bremsweg"
"2670","Leverkusen-Küppersteg Hp - Langenfeld (Rheinl) Güterbahnhof","Richtungsgleis","6,9","auf Anfrage","1000 m Bremsweg"
"2670","Langenfeld (Rheinl) Güterbahnhof - Langenfeld (Rheinl)","Gegengleis","6,9","auf Anfrage","1000 m Bremsweg"
"2670","Langenfeld (Rheinl) Güterbahnhof - Langenfeld (Rheinl)","Richtungsgleis","6,9","auf Anfrage","1000 m Bremsweg"
"2650","Köln Bruder Klaus Siedlung - Langenfeld (Rheinl) Güterbahnhof","Gegengleis","13,9","auf Anfrage","1000 m Bremsweg"
"2650","Köln Bruder Klaus Siedlung - Langenfeld (Rheinl) Güterbahnhof","Richtungsgleis","13,9","auf Anfrage","1000 m Bremsweg"
"2650","Langenfeld (Rheinl) Güterbahnhof - Langenfeld (Rheinl)","Gegengleis","13,9","auf Anfrage","1000 m Bremsweg"
"2650","Langenfeld (Rheinl) Güterbahnhof - Langenfeld (Rheinl)","Richtungsgleis","13,9","auf Anfrage","1000 m Bremsweg"
"2505","Duisburg-Hochfeld Süd - Mülheim (Ruhr)-Speldorf","eingleisig","auf Anfrage","100","700 m Bremsweg"
"2320","Duisburg Hbf - Duisburg-Duissern","eingleisig","4,5","auf Anfrage","auf Anfrage"
"2236","Feldhausen - Dorsten Süd","Gegengleis","4,9","auf Anfrage","700 m Bremsweg"
"2236","Feldhausen - Dorsten Süd","Richtungsgleis","4,9","auf Anfrage","700 m Bremsweg"
"2236","Dorsten Süd - Dorsten","Gegengleis","4,9","auf Anfrage","700 m Bremsweg"
"2236","Dorsten Süd - Dorsten","Richtungsgleis","4,9","auf Anfrage","700 m Bremsweg"
"2000","Lünen Hbf - Werne (a d Lippe)","eingleisig","9,1","160","1000 m Bremsweg"
"2000","Geist - Münster (Westf) Hbf","eingleisig","3,0","100","1000 m Bremsweg"
"2000","Münster-Amelsbüren - Geist","eingleisig","6,0","160","1000 m Bremsweg"
"2000","Davensberg - Münster-Amelsbüren","eingleisig","7,1","160","1000 m Bremsweg"
"2000","Ascheberg (Westf) - Davensberg","eingleisig","4,0","160","1000 m Bremsweg"
"2000","Capelle (Westf) - Ascheberg (Westf)","eingleisig","5,3","160","1000 m Bremsweg"
"2000","Werne (a d Lippe) - Capelle (Westf)","eingleisig","7,5","160","1000 m Bremsweg"
"2103","Dortmund Hbf - Dortmund Dfd","eingleisig","1,9","80","1000 m Bremsweg"
"2103","Dortmund-Sölde - Holzwickede","Gegengleis","2,4","150","1000 m Bremsweg"
"2103","Dortmund-Sölde - Holzwickede","Richtungsgleis","2,4","150","1000 m Bremsweg"
"2103","Dortmund-Aplerbeck - Dortmund-Sölde","Gegengleis","2,7","120","1000 m Bremsweg"
"2103","Dortmund-Aplerbeck - Dortmund-Sölde","Richtungsgleis","2,7","120","1000 m Bremsweg"
"2103","Dortmund-Hörde - Dortmund-Aplerbeck","Gegengleis","3,9","120","1000 m Bremsweg"
"2103","Dortmund-Hörde - Dortmund-Aplerbeck","Richtungsgleis","3,9","120","1000 m Bremsweg"
"2103","Hemmerde - Werl","Gegengleis","7,8","160","1000 m Bremsweg"
"2103","Hemmerde - Werl","Richtungsgleis","7,8","160","1000 m Bremsweg"
"2103","Lünern - Hemmerde","Gegengleis","3,2","160","1000 m Bremsweg"
"2103","Lünern - Hemmerde","Richtungsgleis","3,2","160","1000 m Bremsweg"
"2103","Unna - Lünern","Gegengleis","4,9","160","1000 m Bremsweg"
"2103","Unna - Lünern","Richtungsgleis","4,9","160","1000 m Bremsweg"
"2013","Telgte - Raestrup-Everswinkel","eingleisig","6,3","60","400 m Bremsweg"
"2014","Nevinghof/Münster Zentrum Nord - Münster-Häger","eingleisig","6,9","100","700 m Bremsweg"
"2106","Dortmund Bbf - Dortmund-Körne (Abzw)","eingleisig","2,0","40","700 m Bremsweg"
"2112","Dortmund-Wickede - Dortmund-Wickede West","Gegengleis","1,4","120","1000 m Bremsweg"
"2112","Dortmund-Wickede - Dortmund-Wickede West","Richtungsgleis","1,4","120","1000 m Bremsweg"
"2112","Dortmund Knappschaftskrankenhaus - Dortmund-Körne","Gegengleis","1,7","120","1000 m Bremsweg"
"2112","Dortmund Knappschaftskrankenhaus - Dortmund-Körne","Richtungsgleis","1,7","120","1000 m Bremsweg"
"2112","Dortmund-Körne - Dortmund-Körne West","Gegengleis","1,0","120","1000 m Bremsweg"
"2112","Dortmund-Körne - Dortmund-Körne West","Richtungsgleis","1,0","120","1000 m Bremsweg"
"2112","Dortmund-Asseln Mitte - Dortmund-Brackel","Gegengleis","2,4","120","1000 m Bremsweg"
"2112","Dortmund-Asseln Mitte - Dortmund-Brackel","Richtungsgleis","2,4","120","1000 m Bremsweg"
"2112","Massen - Dortmund-Wickede","Gegengleis","1,5","120","1000 m Bremsweg"
"2112","Massen - Dortmund-Wickede","Richtungsgleis","1,5","120","1000 m Bremsweg"
"2112","Dortmund-Asseln - Dortmund-Asseln Mitte","Gegengleis","1,0","120","1000 m Bremsweg"
"2112","Dortmund-Asseln - Dortmund-Asseln Mitte","Richtungsgleis","1,0","120","1000 m Bremsweg"
"2112","Dortmund-Brackel - Dortmund Knappschaftskrankenhaus","Gegengleis","0,9","120","1000 m Bremsweg"
"2112","Dortmund-Brackel - Dortmund Knappschaftskrankenhaus","Richtungsgleis","0,9","120","1000 m Bremsweg"
"2112","Dortmund-Wickede West - Dortmund-Asseln","Gegengleis","0,6","120","1000 m Bremsweg"
"2112","Dortmund-Wickede West - Dortmund-Asseln","Richtungsgleis","0,6","120","1000 m Bremsweg"
"2113","Dortmund-Aplerbeck Süd - Schwerte Heide","Gegengleis","3,7","90","1000 m Bremsweg"
"2113","Dortmund-Aplerbeck Süd - Schwerte Heide","Richtungsgleis","3,7","90","700 m Bremsweg"
"2113","Dortmund-Hörde - Dortmund-Aplerbeck Süd","Gegengleis","3,8","90","1000 m Bremsweg"
"2113","Dortmund-Hörde - Dortmund-Aplerbeck Süd","Richtungsgleis","3,8","90","700 m Bremsweg"
"2100","Dortmund-Derne - Lünen Preußen","Gegengleis","2,5","160","1000 m Bremsweg"
"2100","Dortmund-Derne - Lünen Preußen","Richtungsgleis","2,5","160","1000 m Bremsweg"
"2100","Dortmund-Kirchderne - Dortmund-Derne","Gegengleis","2,7","160","1000 m Bremsweg"
"2100","Dortmund-Kirchderne - Dortmund-Derne","Richtungsgleis","2,7","160","1000 m Bremsweg"
"2100","Dülmen - Lette (Kr Coesfeld)","eingleisig","10,4","100","700 m Bremsweg"
